id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,rightanswer,responsesummary,timemodified,questionattemptid,sequencenumber,state,fraction,timecreated,userid
6386942,270644,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.1],[0.4,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583883392,1853854,2,gradedright,1,1583883392,4170
6323235,267615,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.4,0.2],[0.8,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583539353,1836655,2,gradedright,1,1583539352,2733
6329526,267926,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583603734,1838305,2,gradedright,1,1583603733,3133
6377556,270273,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.5,0.5],[0.5,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1584091471,1851495,2,gradedright,1,1583852157,3116
6318903,267366,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F",1583507565,1835416,2,gradedwrong,0,1583507565,3078
6314310,267098,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.0,0.0],[0.3,0.5],[0.9,0.5]] [score]; prt1: # = 0 | prt1-1-F",1583490725,1834367,3,gradedwrong,0,1583490725,2867
6380927,270396,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.2],[0.3,0.6],[0.5,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583867958,1852153,2,gradedwrong,0,1583867957,3593
6383298,270494,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583874664,1852801,2,gradedright,1,1583874663,3589
6382345,270472,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,1.0],[0.0,1.0],[0.0,0.5],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583872391,1852645,2,gradedwrong,0,1583872391,3959
6378098,270292,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.1],[0.3,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583853814,1851617,2,gradedright,1,1583853814,2999
6403384,271713,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",Seed: 1; prt1: !,1584027813,1858577,1,gaveup,,1584027813,2750
6371154,269955,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.2],[0.4,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583772963,1849786,2,gradedright,1,1583772963,3022
6379484,270364,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583861834,1851993,2,gradedright,1,1583861834,3014
6381229,270433,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.1,0.4],[0.3,0.2],[0.5,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583869284,1852384,3,gradedwrong,0,1583869284,580
6378696,270318,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583856968,1851768,3,gradedright,1,1583856968,2667
6366825,269651,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F",1583748968,1848384,2,gradedwrong,0,1583748968,3351
6386630,270619,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.4,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583882565,1853633,2,gradedright,1,1583882565,3362
6346792,268773,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583691851,1843241,2,gradedright,1,1583691850,2976
6387043,270641,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,1.0],[0.5,0.5],[0.9,0.4],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F",1583883724,1853827,4,gradedwrong,0,1583883724,3230
6386196,270627,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583881880,1853705,2,gradedright,1,1583881880,3448
6375156,270140,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.4,0.2],[0.6,0.3],[0.8,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583841194,1850834,2,gradedwrong,0,1583841194,3167
6320451,267445,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.1],[0.8,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583513323,1835737,2,gradedright,1,1583513322,3168
6377829,270271,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.3],[0.2,0.3],[0.4,0.3],[0.6,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583852937,1851483,2,gradedwrong,0,1583852937,2980
6386106,270598,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.1],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583881663,1853485,3,gradedright,1,1583881663,2752
6376759,270236,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.4,0.2],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583848703,1851282,2,gradedright,1,1583848702,4019
6332343,268098,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.5],[0.0,0.5],[0.0,0.5],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583616176,1839251,2,gradedwrong,0,1583616176,2878
6377737,270285,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583852706,1851576,2,gradedright,1,1583852705,3406
6379617,270365,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583862959,1852002,2,gradedright,1,1583862958,4945
6340759,268492,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",Seed: 1; prt1: !,1583680176,1841588,1,gaveup,,1583680176,2905
6306541,266635,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.5],[0.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583414565,1832578,2,gradedwrong,0,1583414564,4691
6376096,270204,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F",1583845454,1851154,2,gradedwrong,0,1583845453,2864
6369650,269844,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[1.0,0.5],[1.0,0.5],[0.0,0.0],[0.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1584091471,1849290,2,gradedright,1,1583758902,3359
6375669,270146,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583843529,1850874,3,gradedright,1,1583843528,3807
6643636,283029,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",Seed: 1; prt1: !,1586379141,1921576,1,gaveup,,1586379141,3628
6377106,270243,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.4],[0.5,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583850253,1851321,3,gradedright,1,1583850253,2883
6383697,270504,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.2,1.0],[0.7,1.0],[0.7,0.3],[0.2,0.3]] [score]; prt1: # = 0 | prt1-1-F",1583875932,1852869,2,gradedwrong,0,1583875932,2854
6384498,270529,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.2,0.1],[0.6,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583877870,1853067,2,gradedright,1,1583877870,3175
6469882,274852,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",Seed: 1; prt1: !,1584654813,1876006,1,gaveup,,1584654813,4017
6311685,266966,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,1.0],[0.5,0.5],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F",1583444357,1833877,2,gradedwrong,0,1583444357,3651
6382639,270499,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.4],[0.3,0.5],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583873106,1852840,2,gradedright,1,1583873106,4168
6381216,270440,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[1.0,0.5],[0.8,0.3],[0.3,0.3],[0.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583869266,1852425,2,gradedright,1,1583869266,3102
6322276,267553,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583527206,1836310,2,gradedright,1,1583527206,2828
6374343,270102,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.3],[0.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583799830,1850621,2,gradedwrong,0,1583799830,3304
6381623,270464,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.5],[0.3,0.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583870156,1852589,2,gradedright,1,1583870155,3386
6375727,270172,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.3],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583843642,1851007,2,gradedright,1,1583843641,3557
6382611,270483,4,deferredfeedback,18318,1,1,0,1,0,"Seed: 1; pwa_ans1: [[0,0],[0.3,0.1],[0.7,0.4],[1,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T","Seed: 1; pwa_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T",1583873071,1852726,2,gradedright,1,1583873071,3587
