id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,rightanswer,responsesummary,timemodified,questionattemptid,sequencenumber,state,fraction,timecreated,userid
6386943,270644,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.8,0.4],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583883392,1853855,2,gradedright,1,1583883392,4170
6323236,267615,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583539353,1836656,2,gradedright,1,1583539352,2733
6329527,267926,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583603734,1838306,2,gradedright,1,1583603733,3133
6377557,270273,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.5,0.5],[0.5,0.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583852157,1851496,2,gradedwrong,0,1583852157,3116
6318904,267366,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.1],[0.4,0.2],[0.6,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583507565,1835417,2,gradedwrong,0,1583507565,3078
6314311,267098,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.6,0.1],[0.7,0.5],[0.9,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583490725,1834368,2,gradedwrong,0,1583490725,2867
6380928,270396,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,1.0],[0.5,1.0],[0.5,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583867958,1852154,2,gradedwrong,0,1583867957,3593
6383299,270494,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.8,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583874664,1852802,2,gradedright,1,1583874663,3589
6382346,270472,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,1.0],[0.3,0.7],[0.6,0.4],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",1583872391,1852646,2,gradedwrong,0,1583872391,3959
6378099,270292,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.0],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583853814,1851618,2,gradedright,1,1583853814,2999
6403385,271713,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1584027813,1858578,1,gaveup,,1584027813,2750
6371155,269955,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.3,0.3],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",1583772963,1849787,2,gradedwrong,0,1583772963,3022
6379485,270364,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.2],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583861834,1851994,2,gradedpartial,0.5,1583861834,3014
6381230,270433,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.1,0.5],[0.2,0.3],[0.5,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583869284,1852385,2,gradedwrong,0,1583869284,580
6378697,270318,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.1],[0.8,0.4],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",1583856968,1851769,2,gradedpartial,0.5,1583856968,2667
6366826,269651,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[0.7,0.9]] [score]; prt1: # = 0 | prt1-1-F",1583748968,1848385,2,gradedwrong,0,1583748968,3351
6386631,270619,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.3],[0.6,0.2],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583882565,1853634,2,gradedright,1,1583882565,3362
6346793,268773,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583691851,1843242,2,gradedright,1,1583691850,2976
6387044,270641,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583883724,1853828,2,gradedpartial,0.5,1583883724,3230
6386197,270627,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583881880,1853706,2,gradedright,1,1583881880,3448
6375157,270140,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.5],[0.0,0.5],[0.0,0.5],[0.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583841194,1850835,2,gradedwrong,0,1583841194,3167
6320452,267445,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583513323,1835738,2,gradedright,1,1583513322,3168
6377830,270271,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.4],[0.2,0.4],[0.6,0.4],[1.0,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | prt1-4-F",1583852937,1851484,2,gradedwrong,0,1583852937,2980
6386107,270598,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583881663,1853486,2,gradedright,1,1583881663,2752
6376760,270236,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.4,0.2],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583848703,1851283,2,gradedright,1,1583848702,4019
6332344,268098,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.0,0.5],[0.0,0.5],[0.8,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583616176,1839252,2,gradedwrong,0,1583616176,2878
6377738,270285,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583852706,1851577,2,gradedright,1,1583852705,3406
6379618,270365,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.2,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583862959,1852003,2,gradedright,1,1583862958,4945
6340760,268492,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583680176,1841589,1,gaveup,,1583680176,2905
6306542,266635,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,1.0],[0.0,0.5],[0.5,0.5],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583414565,1832579,3,gradedwrong,0,1583414564,4691
6376097,270204,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.5],[0.2,0.5],[0.6,0.5],[1.0,0.5]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",1583845454,1851155,2,gradedwrong,0,1583845453,2864
6369651,269844,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[1.0,0.5],[1.0,0.5],[0.0,0.0],[0.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583758903,1849291,2,gradedwrong,0,1583758902,3359
6375670,270146,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583843529,1850875,3,gradedright,1,1583843528,3807
6643637,283029,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1586379141,1921577,1,gaveup,,1586379141,3628
6377107,270243,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583850253,1851322,2,gradedright,1,1583850253,2883
6383698,270504,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.3,1.0],[0.8,0.8],[0.3,0.5],[0.8,0.5]] [score]; prt1: # = 0 | prt1-1-F",1583875932,1852870,2,gradedwrong,0,1583875932,2854
6384499,270529,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.5],[0.1,0.4],[0.5,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583877870,1853068,2,gradedright,1,1583877870,3175
6469883,274852,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1584654813,1876007,1,gaveup,,1584654813,4017
6311686,266966,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,1.0],[0.5,0.5],[0.8,0.2],[1.0,0.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | prt1-4-F",1583444357,1833878,2,gradedwrong,0,1583444357,3651
6382640,270499,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.3],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583873106,1852841,2,gradedright,1,1583873106,4168
6381217,270440,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.3],[0.3,0.0],[0.7,0.5],[1.0,0.3]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583869266,1852426,2,gradedright,1,1583869266,3102
6322277,267553,5,deferredfeedback,18320,1,1,0,1,0,"Seed: 1; pwb_ans1: [[0,0],[0.3,0.5],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwb_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583527206,1836311,2,gradedright,1,1583527206,2828
